Dia_ESP,(ES) PP WebShare,(ES) PSOE WebShare,(ES) Sumar WebShare,(ES) VOX WebShare,(ES) PP NewsShare,(ES) PSOE NewsShare,(ES) Sumar NewsShare,(ES) VOX NewsShare,(ES) PP YoutubeShare,(ES) PSOE YoutubeShare,(ES) Sumar YoutubeShare,(ES) VOX YoutubeShare,(ES) PSOE WikipediaShare,(ES) PP WikipediaShare,(ES) VOX WikipediaShare,(ES) Sumar WikipediaShare,(ES) PP Polls,(ES) PSOE Polls,(ES) VOX Polls,(ES) Sumar Polls,(ES) PP Ideologia,(ES) PSOE Ideologia,(ES) Sumar Ideologia,(ES) VOX Ideologia,(ES) PP PartitNou,(ES) PSOE PartitNou,(ES) Sumar PartitNou,(ES) VOX PartitNou,(ES) PP PartitEstablert,(ES) PSOE PartitEstablert,(ES) Sumar PartitEstablert,(ES) VOX PartitEstablert,(ES) PP PartitAlGovern,(ES) PSOE PartitAlGovern,(ES) Sumar PartitAlGovern,(ES) VOX PartitAlGovern,(ES) PP PartitAlOposicio,(ES) PSOE PartitAlOposicio,(ES) Sumar PartitAlOposicio,(ES) VOX PartitAlOposicio,(ES) PP Resultats,(ES) PSOE Resultats,(ES) Sumar Resultats,(ES) VOX Resultats,(ES) PP Pais,(ES) PSOE Pais,(ES) Sumar Pais,(ES) VOX Pais,(ES) PP IdeologiaEsq,(ES) PSOE IdeologiaEsq,(ES) Sumar IdeologiaEsq,(ES) VOX IdeologiaEsq,(ES) PP IdeologiaDre,(ES) PSOE IdeologiaDre,(ES) Sumar IdeologiaDre,(ES) VOX IdeologiaDre,(ES) PP PartitESP,(ES) PSOE PartitESP,(ES) Sumar PartitESP,(ES) VOX PartitESP,(ES) PP PartitPOR,(ES) PSOE PartitPOR,(ES) Sumar PartitPOR,(ES) VOX PartitPOR,(ES) PP PartitITA,(ES) PSOE PartitITA,(ES) Sumar PartitITA,(ES) VOX PartitITA,(ES) PP PartitGRE,(ES) PSOE PartitGRE,(ES) Sumar PartitGRE,(ES) VOX PartitGRE,DaysLeft,(ES) PP DaysLeft,(ES) PSOE DaysLeft,(ES) Sumar DaysLeft,(ES) VOX DaysLeft,(ES) PSOE CandWebShare,(ES) PP CandWebShare,(ES) VOX CandWebShare,(ES) Sumar CandWebShare,(ES) PSOE CandNewsShare,(ES) PP CandNewsShare,(ES) VOX CandNewsShare,(ES) Sumar CandNewsShare,(ES) PSOE CandYoutubeShare,(ES) PP CandYoutubeShare,(ES) VOX CandYoutubeShare,(ES) Sumar CandYoutubeShare,(ES) PSOE CandWikipediaShare,(ES) PP CandWikipediaShare,(ES) VOX CandWikipediaShare,(ES) Sumar CandWikipediaShare,Dia_ITA,(IT) M5E WebShare,(IT) FdI WebShare,(IT) Lega WebShare,(IT) PD WebShare,(IT) M5E NewsShare,(IT) FdI NewsShare,(IT) Lega NewsShare,(IT) PD NewsShare,(IT) M5E YoutubeShare,(IT) FdI YoutubeShare,(IT) Lega YoutubeShare,(IT) PD YoutubeShare,(IT) PD WikipediaShare,(IT) M5E WikipediaShare,(IT) FdI WikipediaShare,(IT) Lega WikipediaShare,(IT) FdI Polls,(IT) Lega Polls,(IT) PD Polls,(IT) M5E Polls,(IT) M5E Ideologia,(IT) FdI Ideologia,(IT) Lega Ideologia,(IT) PD Ideologia,(IT) M5E PartitNou,(IT) FdI PartitNou,(IT) Lega PartitNou,(IT) PD PartitNou,(IT) M5E PartitEstablert,(IT) FdI PartitEstablert,(IT) Lega PartitEstablert,(IT) PD PartitEstablert,(IT) M5E PartitAlGovern,(IT) FdI PartitAlGovern,(IT) Lega PartitAlGovern,(IT) PD PartitAlGovern,(IT) M5E PartitAlOposicio,(IT) FdI PartitAlOposicio,(IT) Lega PartitAlOposicio,(IT) PD PartitAlOposicio,(IT) M5E Resultats,(IT) FdI Resultats,(IT) Lega Resultats,(IT) PD Resultats,(IT) M5E Pais,(IT) FdI Pais,(IT) Lega Pais,(IT) PD Pais,(IT) M5E IdeologiaEsq,(IT) FdI IdeologiaEsq,(IT) Lega IdeologiaEsq,(IT) PD IdeologiaEsq,(IT) M5E IdeologiaDre,(IT) FdI IdeologiaDre,(IT) Lega IdeologiaDre,(IT) PD IdeologiaDre,(IT) M5E PartitESP,(IT) FdI PartitESP,(IT) Lega PartitESP,(IT) PD PartitESP,(IT) M5E PartitPOR,(IT) FdI PartitPOR,(IT) Lega PartitPOR,(IT) PD PartitPOR,(IT) M5E PartitITA,(IT) FdI PartitITA,(IT) Lega PartitITA,(IT) PD PartitITA,(IT) M5E PartitGRE,(IT) FdI PartitGRE,(IT) Lega PartitGRE,(IT) PD PartitGRE,(IT) M5E DaysLeft,(IT) FdI DaysLeft,(IT) Lega DaysLeft,(IT) PD DaysLeft,(IT) M5E CandWebShare,(IT) FdI CandWebShare,(IT) Lega CandWebShare,(IT) PD CandWebShare,(IT) M5E CandNewsShare,(IT) FdI CandNewsShare,(IT) Lega CandNewsShare,(IT) PD CandNewsShare,(IT) M5E CandYoutubeShare,(IT) FdI CandYoutubeShare,(IT) Lega CandYoutubeShare,(IT) PD CandYoutubeShare,(IT) FdI CandWikipediaShare,(IT) Lega CandWikipediaShare,(IT) PD CandWikipediaShare,(IT) M5E CandWikipediaShare,Dia,(GR) ND WebShare,(GR) SYRIZA WebShare,(GR) PASOK WebShare,(GR) KKE WebShare,(GR) ND NewsShare,(GR) SYRIZA NewsShare,(GR) PASOK NewsShare,(GR) KKE NewsShare,(GR) ND YoutubeShare,(GR) SYRIZA YoutubeShare,(GR) PASOK YoutubeShare,(GR) KKE YoutubeShare,(GR) ND WikipediaShare,(GR) KKE WikipediaShare,(GR) SYRIZA WikipediaShare,(GR) PASOK WikipediaShare,(GR) ND Polls,(GR) SYRIZA Polls,(GR) PASOK Polls,(GR) KKE Polls,(GR) ND Ideologia,(GR) SYRIZA Ideologia,(GR) PASOK Ideologia,(GR) KKE Ideologia,(GR) ND PartitNou,(GR) SYRIZA PartitNou,(GR) PASOK PartitNou,(GR) KKE PartitNou,(GR) ND PartitEstablert,(GR) SYRIZA PartitEstablert,(GR) PASOK PartitEstablert,(GR) KKE PartitEstablert,(GR) ND PartitAlGovern,(GR) SYRIZA PartitAlGovern,(GR) PASOK PartitAlGovern,(GR) KKE PartitAlGovern,(GR) ND PartitAlOposicio,(GR) SYRIZA PartitAlOposicio,(GR) PASOK PartitAlOposicio,(GR) KKE PartitAlOposicio,(GR) ND Resultats,(GR) SYRIZA Resultats,(GR) PASOK Resultats,(GR) KKE Resultats,(GR) ND Pais,(GR) SYRIZA Pais,(GR) PASOK Pais,(GR) KKE Pais,(GR) ND IdeologiaEsq,(GR) SYRIZA IdeologiaEsq,(GR) PASOK IdeologiaEsq,(GR) KKE IdeologiaEsq,(GR) ND IdeologiaDre,(GR) SYRIZA IdeologiaDre,(GR) PASOK IdeologiaDre,(GR) KKE IdeologiaDre,(GR) ND PartitESP,(GR) SYRIZA PartitESP,(GR) PASOK PartitESP,(GR) KKE PartitESP,(GR) ND PartitPOR,(GR) SYRIZA PartitPOR,(GR) PASOK PartitPOR,(GR) KKE PartitPOR,(GR) ND PartitITA,(GR) SYRIZA PartitITA,(GR) PASOK PartitITA,(GR) KKE PartitITA,(GR) ND PartitGRE,(GR) SYRIZA PartitGRE,(GR) PASOK PartitGRE,(GR) KKE PartitGRE,(GR) ND DaysLeft,(GR) SYRIZA DaysLeft,(GR) PASOK DaysLeft,(GR) KKE DaysLeft,(GR) ND CandWebShare,(GR) SYRIZA CandWebShare,(GR) PASOK CandWebShare,(GR) KKE CandWebShare,(GR) ND CandNewsShare,(GR) SYRIZA CandNewsShare,(GR) PASOK CandNewsShare,(GR) KKE CandNewsShare,(GR) ND CandYoutubeShare,(GR) SYRIZA CandYoutubeShare,(GR) PASOK CandYoutubeShare,(GR) KKE CandYoutubeShare,(GR) ND CandWikipediaShare,(GR) SYRIZA CandWikipediaShare,(GR) PASOK CandWikipediaShare,(GR) KKE CandWikipediaShare,Dia_POR,(PT) PSP WebShare,(PT) CH WebShare,(PT) PSD WebShare,(PT) IL WebShare,(PT) PSP NewsShare,(PT) CH NewsShare,(PT) PSD NewsShare,(PT) IL NewsShare,(PT) PSP YoutubeShare,(PT) CH YoutubeShare,(PT) PSD YoutubeShare,(PT) IL YoutubeShare,(PT) PSP WikipediaShare,(PT) PSD WikipediaShare,(PT) CH WikipediaShare,(PT) IL WikipediaShare,(PT) PSP Polls,(PT) PSD Polls,(PT) CH Polls,(PT) IL Polls,(PT) PSP Ideologia,(PT) CH Ideologia,(PT) PSD Ideologia,(PT) IL Ideologia,(PT) PSP PartitNou,(PT) CH PartitNou,(PT) PSD PartitNou,(PT) IL PartitNou,(PT) PSP PartitEstablert,(PT) CH PartitEstablert,(PT) PSD PartitEstablert,(PT) IL PartitEstablert,(PT) PSP PartitAlGovern,(PT) CH PartitAlGovern,(PT) PSD PartitAlGovern,(PT) IL PartitAlGovern,(PT) PSP PartitAlOposicio,(PT) CH PartitAlOposicio,(PT) PSD PartitAlOposicio,(PT) IL PartitAlOposicio,(PT) PSP Resultats,(PT) CH Resultats,(PT) PSD Resultats,(PT) IL Resultats,(PT) PSP Pais,(PT) CH Pais,(PT) PSD Pais,(PT) IL Pais,(PT) PSP IdeologiaEsq,(PT) CH IdeologiaEsq,(PT) PSD IdeologiaEsq,(PT) IL IdeologiaEsq,(PT) PSP IdeologiaDre,(PT) CH IdeologiaDre,(PT) PSD IdeologiaDre,(PT) IL IdeologiaDre,(PT) PSP PartitESP,(PT) CH PartitESP,(PT) PSD PartitESP,(PT) IL PartitESP,(PT) PSP PartitPOR,(PT) CH PartitPOR,(PT) PSD PartitPOR,(PT) IL PartitPOR,(PT) PSP PartitITA,(PT) CH PartitITA,(PT) PSD PartitITA,(PT) IL PartitITA,(PT) PSP PartitGRE,(PT) CH PartitGRE,(PT) PSD PartitGRE,(PT) IL PartitGRE,(PT) PSP DaysLeft,(PT) CH DaysLeft,(PT) PSD DaysLeft,(PT) IL DaysLeft,(PT) PSP CandWebShare,(PT) CH CandWebShare,(PT) PSD CandWebShare,(PT) IL CandWebShare,(PT) PSP CandNewsShare,(PT) CH CandNewsShare,(PT) PSD CandNewsShare,(PT) IL CandNewsShare,(PT) PSP CandYoutubeShare,(PT) CH CandYoutubeShare,(PT) PSD CandYoutubeShare,(PT) IL CandYoutubeShare,(PT) CH CandWikipediaShare,(PT) PSP CandWikipediaShare,(PT) PSD CandWikipediaShare,(PT) IL CandWikipediaShare
2023-07-22,24.9,15.4,18.3,41.5,27.0,47.8,25.2,0.0,19.2,16.9,14.6,49.2,12.4,16.7,24.6,46.3,32.7,28.5,13.0,14.0,-2.0,1.0,2.0,-3.0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,33.06,31.68,12.33,12.38,1.0,1.0,1.0,1.0,0,1,2,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,25.3,26.4,19.5,28.7,21.9,15.6,0.0,62.5,29.7,20.3,31.2,18.8,16.0,26.7,21.1,36.2,2022-09-24,31.6,19.0,6.1,43.3,0.0,0.0,100.0,0.0,24.5,36.1,9.1,30.3,27.8,32.2,30.2,9.7,25.0,10.0,21.4,15.4,1.0,-3.0,-3.0,1.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,15.43,26.0,8.77,19.07,2.0,2.0,2.0,2.0,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,22.2,55.1,13.1,9.7,51.5,48.5,0.0,0.0,16.7,53.2,21.2,9.0,57.0,9.3,17.8,15.9,2023-06-24,32.6,27.0,20.4,20.0,0.0,100.0,0.0,0.0,17.2,12.9,39.1,30.9,24.8,31.6,24.8,18.8,43.7,18.2,12.7,7.5,-2.0,2.0,1.0,3.0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,40.56,17.83,11.84,7.69,3.0,3.0,3.0,3.0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,50.0,20.0,8.2,21.8,0.0,0.0,100.0,0.0,46.6,23.0,5.2,25.3,60.1,24.7,6.6,8.6,2022-01-29,22.8,23.6,26.8,26.8,38.1,28.0,33.9,0.0,0.0,67.3,0.0,32.7,20.6,26.8,21.5,31.1,36.0,33.0,6.0,5.0,1.0,-3.0,-2.0,-1.0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,41.37,7.18,29.09,4.91,0.0,0.0,0.0,0.0,1,0,0,0,0,3,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,40.0,24.2,24.2,11.6,25.0,25.0,25.0,25.0,57.1,0.0,0.0,42.9,19.6,29.6,19.2,31.6
2023-07-21,29.1,14.6,16.0,40.4,0.0,0.0,0.0,100.0,16.0,15.4,11.4,57.1,11.9,17.4,23.5,47.2,32.0,29.0,13.0,14.0,-2.0,1.0,2.0,-3.0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,33.06,31.68,12.33,12.38,1.0,1.0,1.0,1.0,0,1,2,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,31.0,27.4,15.5,26.2,43.1,56.9,0.0,0.0,31.7,19.5,29.3,19.5,16.3,22.7,22.5,38.6,2022-09-23,31.2,21.4,8.4,39.0,47.8,7.7,0.0,44.5,29.2,29.5,5.7,35.6,29.4,29.7,31.3,9.6,25.0,10.0,21.4,15.4,1.0,-3.0,-3.0,1.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,15.43,26.0,8.77,19.07,2.0,2.0,2.0,2.0,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,2,2,18.3,59.2,12.4,10.1,0.0,36.8,28.1,35.1,23.0,47.4,22.4,7.2,56.1,9.0,19.8,15.1,2023-06-23,33.3,32.2,16.7,17.8,0.0,54.7,0.0,45.3,23.3,27.4,32.0,17.4,26.5,31.9,23.9,17.7,41.8,19.4,12.7,7.5,-2.0,2.0,1.0,3.0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,40.56,17.83,11.84,7.69,3.0,3.0,3.0,3.0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,60.6,15.2,11.5,12.7,0.0,0.0,100.0,0.0,41.2,23.7,7.1,28.0,57.1,30.6,5.1,7.2,2022-01-28,22.3,24.6,24.6,28.5,25.0,25.0,25.0,25.0,71.2,0.0,0.0,28.8,19.8,25.9,18.8,35.5,36.0,33.0,6.0,5.0,1.0,-3.0,-2.0,-1.0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,41.37,7.18,29.09,4.91,0.0,0.0,0.0,0.0,1,0,0,0,0,3,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,38.5,23.1,26.5,12.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,17.0,29.9,18.0,35.1
2023-07-20,21.5,14.4,21.0,43.1,36.5,0.0,20.6,42.9,12.9,14.3,17.0,55.8,9.8,15.2,23.1,51.9,31.5,28.5,13.5,14.0,-2.0,1.0,2.0,-3.0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,33.06,31.68,12.33,12.38,1.0,1.0,1.0,1.0,0,1,2,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,23.3,24.1,18.1,34.5,30.6,44.4,0.0,25.0,32.0,15.5,33.0,19.6,12.0,14.5,25.6,47.9,2022-09-22,31.1,21.8,9.2,37.8,18.2,37.5,29.5,14.8,15.4,58.6,14.8,11.1,28.9,30.0,30.2,10.9,25.0,10.0,21.4,15.4,1.0,-3.0,-3.0,1.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,15.43,26.0,8.77,19.07,2.0,2.0,2.0,2.0,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,3,3,22.9,54.2,14.4,8.5,39.6,60.4,0.0,0.0,18.4,52.0,22.4,7.2,48.6,10.8,18.7,21.8,2023-06-22,30.2,30.6,23.3,15.9,0.0,100.0,0.0,0.0,24.8,27.1,26.7,21.4,26.2,31.0,25.7,17.1,42.3,19.0,12.4,7.6,-2.0,2.0,1.0,3.0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,40.56,17.83,11.84,7.69,3.0,3.0,3.0,3.0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,49.6,28.4,10.6,11.3,25.0,25.0,25.0,25.0,53.4,25.4,0.0,21.2,51.5,36.1,5.0,7.4,2022-01-27,23.5,19.7,29.9,26.9,23.1,76.9,0.0,0.0,0.0,100.0,0.0,0.0,19.7,25.4,19.9,35.0,36.0,33.0,6.0,5.0,1.0,-3.0,-2.0,-1.0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,41.37,7.18,29.09,4.91,0.0,0.0,0.0,0.0,1,0,0,0,0,3,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,3,3,3,23.4,32.8,39.1,4.7,0.0,0.0,0.0,100.0,0.0,39.3,60.7,0.0,18.3,19.8,19.7,42.2
2023-07-19,21.4,15.1,20.3,43.2,10.3,29.7,9.0,51.0,17.2,11.2,11.2,60.3,10.0,15.5,24.1,50.4,31.0,27.5,14.3,14.2,-2.0,1.0,2.0,-3.0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,33.06,31.68,12.33,12.38,1.0,1.0,1.0,1.0,0,1,2,0,2,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,21.4,26.4,20.0,32.1,40.9,59.1,0.0,0.0,46.5,22.1,20.9,10.5,10.6,11.8,28.6,49.0,2022-09-21,27.1,19.8,11.5,41.7,17.0,18.9,0.0,64.2,28.7,32.6,17.1,21.5,28.7,27.9,31.8,11.7,25.0,10.0,21.4,15.4,1.0,-3.0,-3.0,1.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,15.43,26.0,8.77,19.07,2.0,2.0,2.0,2.0,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,4,4,20.2,53.2,16.0,10.6,22.0,57.8,0.0,20.2,22.8,47.5,20.8,8.9,52.8,12.4,18.0,16.8,2023-06-21,26.7,26.7,19.0,27.5,25.0,25.0,25.0,25.0,38.8,11.0,28.2,22.0,23.6,37.0,24.0,15.3,41.9,19.4,12.0,7.3,-2.0,2.0,1.0,3.0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,40.56,17.83,11.84,7.69,3.0,3.0,3.0,3.0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,49.7,14.7,11.9,23.8,100.0,0.0,0.0,0.0,44.7,31.7,5.7,17.9,58.2,27.5,6.3,8.0,2022-01-26,22.5,24.5,25.5,27.5,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,21.5,27.2,20.9,30.4,36.0,33.0,6.0,5.0,1.0,-3.0,-2.0,-1.0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,41.37,7.18,29.09,4.91,0.0,0.0,0.0,0.0,1,0,0,0,0,3,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,29.5,19.2,34.6,16.7,100.0,0.0,0.0,0.0,32.3,32.3,35.5,0.0,20.3,21.3,19.4,39.0
